"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"62506300001035","Nodes",,21.000000,66.157638,"Default Known Flow Node","Known Flow",223920.270088,691247.780304,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001018","Nodes",,21.000000,66.768090,"Default Known Flow Node","Known Flow",223979.313104,691230.187300,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001040","Nodes",,21.000000,64.708747,"Default Known Flow Node","Known Flow",223965.173100,691393.407344,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001041","Nodes",,21.000000,33.331345,"Default Known Flow Node","Known Flow",223597.181000,691849.236468,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001047","Nodes",,21.000000,34.268284,"Default Known Flow Node","Known Flow",223799.956055,691916.276486,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001048","Nodes",,21.000000,34.440363,"Default Known Flow Node","Known Flow",223774.871048,691914.880486,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001055","Nodes",,21.000000,33.084975,"Default Known Flow Node","Known Flow",223601.269001,691865.240472,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001058","Nodes",,21.000000,56.689364,"Default Known Flow Node","Known Flow",223736.395037,691519.202378,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001059","Nodes",,21.000000,46.700860,"Default Known Flow Node","Known Flow",223602.839001,691569.163392,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001060","Nodes",,21.000000,46.700860,"Default Known Flow Node","Known Flow",223588.490997,691555.633388,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001063","Nodes",,21.000000,33.459949,"Default Known Flow Node","Known Flow",223638.698011,691872.136474,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001064","Nodes",,21.000000,48.053920,"Default Known Flow Node","Known Flow",223639.591011,691602.278401,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001065","Nodes",,21.000000,48.053920,"Default Known Flow Node","Known Flow",223663.698018,691583.175396,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001073","Nodes",,21.000000,64.068595,"Default Known Flow Node","Known Flow",223932.304091,691500.586373,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001072","Nodes",,21.000000,47.567837,"Default Known Flow Node","Known Flow",223762.795045,691704.460429,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001081","Nodes",,21.000000,63.997149,"Default Known Flow Node","Known Flow",223899.068082,691454.471361,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001084","Nodes",,21.000000,64.432257,"Default Known Flow Node","Known Flow",223944.061094,691424.525352,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001085","Nodes",,21.000000,64.635945,"Default Known Flow Node","Known Flow",223982.821105,691462.128363,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001087","Nodes",,21.000000,46.733712,"Default Known Flow Node","Known Flow",223609.382003,691562.932390,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001056","Nodes",,21.000000,35.061425,"Default Known Flow Node","Known Flow",223692.568026,691882.838477,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001091","Nodes",,21.000000,34.334610,"Default Known Flow Node","Known Flow",223781.529050,691889.675479,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001107","Nodes",,21.000000,70.225237,"Default Known Flow Node","Known Flow",224084.662778,690939.821052,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001108","Nodes",,21.000000,70.225237,"Default Known Flow Node","Known Flow",224089.709134,690940.716221,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001088","Nodes",,21.000000,46.606418,"DDS demands","Known Flow",223582.766996,691644.157412,,0.000000,,,,,-8.159999,,,,,-7.296817,-8.159999,,,"",,,,,"D1 PROFILE",,,,,
"62506300001037","Nodes",,21.000000,66.927402,"Default Known Flow Node","Known Flow",223688.729025,691306.439320,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001076","Nodes",,21.000000,33.300833,"Default Known Flow Node","Known Flow",223628.942008,691876.248475,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
"62506300001112","Nodes",,21.000000,58.830282,"Default Known Flow Node","Known Flow",224214.111167,691336.526328,,0.000000,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,
