"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64404600003409","Nodes",,21.000000,30.468436,"Default Known Flow Node","Known Flow",276542.591405,662778.832558,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003394","Nodes",,21.000000,32.292515,"Default Known Flow Node","Known Flow",276615.101551,662901.333690,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003414","Nodes",,21.000000,31.555661,"Default Known Flow Node","Known Flow",276624.234277,662778.122965,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003392","Nodes",,21.000000,32.308857,"Default Known Flow Node","Known Flow",276636.027878,662849.425800,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003408","Nodes",,21.000000,32.271143,"Default Known Flow Node","Known Flow",276652.716435,662974.707611,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003390","Nodes",,21.000000,30.281487,"Default Known Flow Node","Known Flow",276664.091942,662731.617434,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003393","Nodes",,21.000000,32.340793,"Default Known Flow Node","Known Flow",276664.213277,662901.456661,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003407","Nodes",,21.000000,32.205554,"Default Known Flow Node","Known Flow",276676.177533,662805.938561,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003406","Nodes",,21.000000,32.255200,"Default Known Flow Node","Known Flow",276684.488670,662782.840016,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003391","Nodes",,21.000000,32.401116,"Default Known Flow Node","Known Flow",276690.207926,662843.954361,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003399","Nodes","Logger 9643, 46 Crow Wood Road, Calderbank",21.000000,32.515046,"Val Log Post","Known Flow",276739.719292,662821.833051,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003389","Nodes",,21.000000,32.714332,"Default Known Flow Node","Known Flow",276765.217397,662735.452265,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003397","Nodes",,21.000000,32.719451,"Default Known Flow Node","Known Flow",276777.403818,662795.592916,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003386","Nodes",,21.000000,32.861998,"Default Known Flow Node","Known Flow",276788.721749,662617.458202,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003387","Nodes",,21.000000,32.836400,"Default Known Flow Node","Known Flow",276790.846121,662716.429827,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003388","Nodes",,21.000000,32.833505,"Default Known Flow Node","Known Flow",276797.494936,662676.791744,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003384","Nodes",,21.000000,31.823415,"Default Known Flow Node","Known Flow",276800.713942,662843.457123,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003404","Nodes",,21.000000,29.658349,"Default Known Flow Node","Known Flow",276952.438217,662860.451710,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003383","Nodes",,21.000000,32.980351,"Default Known Flow Node","Known Flow",276828.210226,662660.706529,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003382","Nodes",,21.000000,30.722999,"Default Known Flow Node","Known Flow",276840.253446,662869.503376,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003385","Nodes",,21.000000,32.340333,"Default Known Flow Node","Known Flow",276779.653881,662839.694749,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003380","Nodes",,21.000000,30.612371,"Default Known Flow Node","Known Flow",276868.135959,662916.345232,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003398","Nodes",,21.000000,30.300833,"Default Known Flow Node","Known Flow",276882.084544,662846.331215,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003395","Nodes",,21.000000,32.955798,"Default Known Flow Node","Known Flow",276943.967192,662608.703189,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003403","Nodes",,21.000000,29.746773,"Default Known Flow Node","Known Flow",276950.838718,662889.333427,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003396","Nodes",,21.000000,30.230427,"Default Known Flow Node","Known Flow",276999.257994,662748.611409,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003402","Nodes",,21.000000,30.216931,"Default Known Flow Node","Known Flow",277020.004863,662636.125745,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003412","Nodes",,21.000000,29.977588,"Default Known Flow Node","Known Flow",277068.126045,662721.625562,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003413","Nodes",,21.000000,29.974868,"Default Known Flow Node","Known Flow",277068.503079,662719.626229,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003401","Nodes",,21.000000,31.476099,"Default Known Flow Node","Known Flow",276587.476164,662826.179238,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003379","Nodes",,21.000000,30.613199,"Default Known Flow Node","Known Flow",276867.136178,662915.921730,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003405","Nodes",,21.000000,31.315755,"Default Known Flow Node","Known Flow",276808.287201,662933.736677,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600003381","Nodes",,21.000000,30.680724,"Default Known Flow Node","Known Flow",276837.375819,662886.134052,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404600000080","Nodes","80",21.000000,32.566510,"Default Known Flow Node","Known Flow",276770.446149,662837.936076,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
