"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"941154-469017","Nodes","-469017",21.000000,25.304399,"Default Known Flow Node","Known Flow",524139.783779,135421.439059,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469014","Nodes","-469014",21.000000,25.304399,"Default Known Flow Node","Known Flow",524133.283778,135449.189067,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469011","Nodes","-469011",21.000000,25.304399,"Default Known Flow Node","Known Flow",524131.658777,135454.064068,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605279","Nodes","7605279",21.000000,26.132673,"DDS demands","Known Flow",524139.283779,135018.813950,,0.000000,,,,-18.370000,,,,,-16.426783,-18.370000,,"",,,,"D1 PROFILE",,,,
"941154-469009","Nodes","-469009",21.000000,26.098338,"Default Known Flow Node","Known Flow",524127.408776,135005.688946,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469023","Nodes","-469023",21.000000,25.578720,"Default Known Flow Node","Known Flow",524154.533783,135009.438947,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469025","Nodes","-469025",21.000000,26.359316,"Default Known Flow Node","Known Flow",524160.283785,135271.814019,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469033","Nodes","-469033",21.000000,26.315283,"Default Known Flow Node","Known Flow",524176.777719,135281.199689,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469037","Nodes","-469037",21.000000,26.093010,"Default Known Flow Node","Known Flow",524182.783791,135107.313974,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469040","Nodes","-469040",21.000000,26.093010,"Default Known Flow Node","Known Flow",524186.533792,135085.188968,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469073","Nodes","-469073",21.000000,26.643835,"Default Known Flow Node","Known Flow",524246.033808,135098.313972,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605253","Nodes","7605253",21.000000,26.643835,"DDS demands","Known Flow",524261.533812,135123.063978,,0.000000,,,,-31.940000,,,,,-28.561321,-31.940000,,"",,,,"D1 PROFILE",,,,
"941154-469078","Nodes","-469078",21.000000,26.008942,"Default Known Flow Node","Known Flow",524253.408810,135049.313958,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469079","Nodes","-469079",21.000000,26.008942,"Default Known Flow Node","Known Flow",524255.908811,135041.313956,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469089","Nodes","-469089",21.000000,27.092112,"Default Known Flow Node","Known Flow",524268.283814,135346.439039,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469092","Nodes","-469092",21.000000,27.092112,"Default Known Flow Node","Known Flow",524276.283816,135322.439032,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469093","Nodes","-469093",21.000000,25.720047,"Default Known Flow Node","Known Flow",524277.283817,135046.688957,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469080","Nodes","-469080",21.000000,25.809702,"Default Known Flow Node","Known Flow",524256.158811,135003.438946,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469095","Nodes","-469095",21.000000,26.599815,"Default Known Flow Node","Known Flow",524280.158817,135198.688999,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469121","Nodes","-469121",21.000000,26.599815,"Default Known Flow Node","Known Flow",524317.783828,135216.814004,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469099","Nodes","-469099",21.000000,27.383760,"Default Known Flow Node","Known Flow",524294.158821,135279.314021,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605252","Nodes","7605252",21.000000,27.383760,"DDS demands","Known Flow",524300.200259,135283.726315,,0.000000,,,,-28.379999,,,,,-25.377903,-28.379999,,"",,,,"D1 PROFILE",,,,
"941154-469100","Nodes","-469100",21.000000,25.758688,"Default Known Flow Node","Known Flow",524295.158822,135012.063948,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469110","Nodes","-469110",21.000000,25.758688,"Default Known Flow Node","Known Flow",524306.658825,135015.313949,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605090","Nodes","7605090",21.000000,26.053097,"DDS demands","Known Flow",524295.658822,135232.939008,,0.000000,,,,-14.869999,,,,,-13.297020,-14.869999,,"",,,,"D1 PROFILE",,,,
"94115407605091","Nodes","7605091",21.000000,26.068993,"DDS demands","Known Flow",524224.283802,135196.188998,,0.000000,,,,-10.509999,,,,,-9.398229,-10.509999,,"",,,,"D1 PROFILE",,,,
"941154-469111","Nodes","-469111",21.000000,25.691103,"Default Known Flow Node","Known Flow",524307.533825,135046.313957,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469109","Nodes","-469109",21.000000,25.691103,"Default Known Flow Node","Known Flow",524302.658824,135065.813963,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469119","Nodes","-469119",21.000000,27.451112,"Default Known Flow Node","Known Flow",524315.908827,135273.064019,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469146","Nodes","-469146",21.000000,27.451112,"Default Known Flow Node","Known Flow",524354.533838,135246.189012,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469122","Nodes","-469122",21.000000,27.427712,"Default Known Flow Node","Known Flow",524318.033828,135252.814014,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469125","Nodes","-469125",21.000000,27.502591,"Default Known Flow Node","Known Flow",524324.658830,135309.564029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469127","Nodes","-469127",21.000000,27.502591,"Default Known Flow Node","Known Flow",524326.658830,135307.939029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469126","Nodes","-469126",21.000000,25.674077,"Default Known Flow Node","Known Flow",524326.283830,135051.938959,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469123","Nodes","-469123",21.000000,25.674077,"Default Known Flow Node","Known Flow",524321.283829,135068.563963,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469134","Nodes","-469134",21.000000,25.656305,"Default Known Flow Node","Known Flow",524338.908833,135067.688963,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469147","Nodes","-469147",21.000000,25.612205,"Default Known Flow Node","Known Flow",524356.158838,135094.938971,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605245","Nodes","7605245",21.000000,25.877844,"DDS demands","Known Flow",524340.658834,135473.314074,,0.000000,,,,-10.609999,,,,,-9.487651,-10.609999,,"",,,,"D1 PROFILE",,,,
"941154-469131","Nodes","-469131",21.000000,25.937749,"Default Known Flow Node","Known Flow",524335.783833,135356.314042,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469137","Nodes","-469137",21.000000,26.627413,"Default Known Flow Node","Known Flow",524341.783834,135205.689001,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469140","Nodes","-469140",21.000000,26.627413,"Default Known Flow Node","Known Flow",524348.408836,135201.814000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469151","Nodes","-469151",21.000000,26.453195,"Default Known Flow Node","Known Flow",524362.908840,135450.064067,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605063","Nodes","7605063",21.000000,26.497199,"DDS demands","Known Flow",524379.783845,135414.314057,,0.000000,,,,-10.629999,,,,,-9.505536,-10.629999,,"",,,,"D1 PROFILE",,,,
"941154-469152","Nodes","-469152",21.000000,25.599727,"Default Known Flow Node","Known Flow",524366.640569,135084.125218,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469170","Nodes","-469170",21.000000,25.643829,"Default Known Flow Node","Known Flow",524377.908844,135044.563957,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469168","Nodes","-469168",21.000000,26.894362,"Default Known Flow Node","Known Flow",524377.783844,135366.689045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605064","Nodes","7605064",21.000000,26.931852,"DDS demands","Known Flow",524377.659506,135363.564017,,0.000000,,,,-3.130000,,,,,-2.798902,-3.130000,,"",,,,"D1 PROFILE",,,,
"941154-469175","Nodes","-469175",21.000000,25.599727,"Default Known Flow Node","Known Flow",524383.533846,135091.688970,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469160","Nodes","-469160",21.000000,25.599727,"Default Known Flow Node","Known Flow",524374.158843,135126.063979,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469197","Nodes","-469197",21.000000,27.371088,"Default Known Flow Node","Known Flow",524416.783855,135195.688998,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605017","Nodes",,21.000000,27.911452,"Default Known Flow Node","Known Flow",524502.783878,135368.814045,,0.000000,,,,,-7.099999,,,,-6.348946,-7.099999,,"",,,,,"DH PROFILE",,,
"941154-469206","Nodes","-469206",21.000000,28.072719,"Default Known Flow Node","Known Flow",524444.658862,135368.064045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469205","Nodes","-469205",21.000000,28.068042,"Default Known Flow Node","Known Flow",524441.658861,135353.314041,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469210","Nodes","-469210",21.000000,26.949262,"Default Known Flow Node","Known Flow",524465.283868,135138.313982,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605257","Nodes","7605257",21.000000,25.023074,"DDS demands","Known Flow",524057.783757,135430.189062,,0.000000,,,,-19.160000,,,,,-17.133215,-19.160000,,"",,,,"D1 PROFILE",,,,
"941154-468975","Nodes","-468975",21.000000,25.023074,"Default Known Flow Node","Known Flow",524087.408765,135439.939064,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468947","Nodes","-468947",21.000000,25.383243,"Default Known Flow Node","Known Flow",524049.783755,135322.064032,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468964","Nodes","-468964",21.000000,25.339141,"Default Known Flow Node","Known Flow",524077.033762,135350.689040,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468959","Nodes","-468959",21.000000,26.137075,"Default Known Flow Node","Known Flow",524072.908761,135025.813952,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468980","Nodes","-468980",21.000000,25.023074,"Default Known Flow Node","Known Flow",524099.908768,135467.689072,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468962","Nodes","-468962",21.000000,25.339141,"Default Known Flow Node","Known Flow",524075.783762,135344.064038,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469015","Nodes","-469015",21.000000,25.744691,"Default Known Flow Node","Known Flow",524139.158779,135180.813994,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469010","Nodes","-469010",21.000000,25.790075,"Default Known Flow Node","Known Flow",524128.783776,135233.689008,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468985","Nodes","-468985",21.000000,26.137075,"Default Known Flow Node","Known Flow",524105.283770,135058.313961,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605079","Nodes","7605079",21.000000,26.137075,"Default Known Flow Node","Known Flow",524155.783784,135073.313965,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605080","Nodes","7605080",21.000000,26.137075,"Default Known Flow Node","Known Flow",524113.907171,135060.570083,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469000","Nodes","-469000",21.000000,26.043080,"Default Known Flow Node","Known Flow",524121.033774,135000.563945,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469013","Nodes","-469013",21.000000,25.304399,"Default Known Flow Node","Known Flow",524133.283778,135390.814051,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469006","Nodes","-469006",21.000000,25.304399,"Default Known Flow Node","Known Flow",524126.783776,135472.939073,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605078","Nodes","7605078",21.000000,25.563125,"DDS demands","Known Flow",524172.783788,135134.563981,,0.000000,,,,-19.810000,,,,,-17.714457,-19.810000,,"",,,,"D1 PROFILE",,,,
"941154-469018","Nodes","-469018",21.000000,26.137075,"Default Known Flow Node","Known Flow",524145.158781,135038.563955,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469019","Nodes","-469019",21.000000,25.563125,"Default Known Flow Node","Known Flow",524145.408781,135137.438982,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469043","Nodes","-469043",21.000000,26.315283,"Default Known Flow Node","Known Flow",524190.158793,135288.814023,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469038","Nodes","-469038",21.000000,26.359316,"Default Known Flow Node","Known Flow",524183.908791,135267.689018,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469041","Nodes","-469041",21.000000,26.093010,"Default Known Flow Node","Known Flow",524186.658792,135083.563967,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469044","Nodes","-469044",21.000000,26.086685,"Default Known Flow Node","Known Flow",524193.908794,135220.939005,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469059","Nodes","-469059",21.000000,26.068993,"Default Known Flow Node","Known Flow",524219.283801,135186.688996,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469068","Nodes","-469068",21.000000,26.008942,"Default Known Flow Node","Known Flow",524233.533805,135034.938954,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469069","Nodes","-469069",21.000000,26.643835,"Default Known Flow Node","Known Flow",524233.783805,135168.188991,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469070","Nodes","-469070",21.000000,26.053097,"Default Known Flow Node","Known Flow",524235.408805,135250.314013,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469071","Nodes","-469071",21.000000,26.053097,"Default Known Flow Node","Known Flow",524235.783805,135249.564013,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469082","Nodes","-469082",21.000000,26.008942,"Default Known Flow Node","Known Flow",524258.283812,135033.188954,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469076","Nodes","-469076",21.000000,25.809702,"Default Known Flow Node","Known Flow",524249.533809,135017.688950,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469105","Nodes","-469105",21.000000,27.379192,"Default Known Flow Node","Known Flow",524298.783823,135285.814023,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469103","Nodes","-469103",21.000000,26.671429,"Default Known Flow Node","Known Flow",524296.033822,135139.063983,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469107","Nodes","-469107",21.000000,26.671429,"Default Known Flow Node","Known Flow",524301.408823,135146.313985,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469112","Nodes","-469112",21.000000,27.407162,"Default Known Flow Node","Known Flow",524308.283825,135280.689021,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469116","Nodes","-469116",21.000000,26.671429,"Default Known Flow Node","Known Flow",524312.908826,135164.063989,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469130","Nodes","-469130",21.000000,25.714586,"Default Known Flow Node","Known Flow",524334.783832,135023.438951,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469115","Nodes","-469115",21.000000,26.699945,"Default Known Flow Node","Known Flow",524310.158826,135112.313975,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605256","Nodes","7605256",21.000000,26.291844,"DDS demands","Known Flow",524215.776108,135071.250503,,0.000000,,,,-25.170000,,,,,-22.507465,-25.170000,,"",,,,"D1 PROFILE",,,,
"94115407605251","Nodes","7605251",21.000000,26.735350,"DDS demands","Known Flow",524315.183137,135117.540608,,0.000000,,,,-14.409999,,,,,-12.885679,-14.409999,,"",,,,"D1 PROFILE",,,,
"94115407605270","Nodes","7605270",21.000000,25.599727,"DDS demands","Known Flow",524348.658836,135078.063966,,0.000000,,,,-29.319999,,,,,-26.218468,-29.319999,,"",,,,"D1 PROFILE",,,,
"941154-469135","Nodes","-469135",21.000000,25.938906,"Default Known Flow Node","Known Flow",524340.658834,135349.064040,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469128","Nodes","-469128",21.000000,25.938906,"Default Known Flow Node","Known Flow",524327.658830,135342.814038,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469158","Nodes","-469158",21.000000,26.080003,"Default Known Flow Node","Known Flow",524371.658842,135464.064071,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605065","Nodes","7605065",21.000000,27.472810,"DDS demands","Known Flow",524342.533834,135349.939040,,0.000000,,,,-13.260000,,,,,-11.857329,-13.260000,,"",,,,"D1 PROFILE",,,,
"941154-469150","Nodes","-469150",21.000000,26.627413,"Default Known Flow Node","Known Flow",524360.283839,135194.813998,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469148","Nodes","-469148",21.000000,25.643829,"Default Known Flow Node","Known Flow",524356.283838,135049.813958,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469149","Nodes","-469149",21.000000,27.522834,"Default Known Flow Node","Known Flow",524358.038864,135321.064007,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469139","Nodes","-469139",21.000000,27.522834,"Default Known Flow Node","Known Flow",524347.908836,135318.814032,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605062","Nodes","7605062",21.000000,26.122381,"DDS demands","Known Flow",524378.783844,135462.314071,,0.000000,,,,-10.640000,,,,,-9.514479,-10.640000,,"",,,,"D1 PROFILE",,,,
"941154-469161","Nodes","-469161",21.000000,26.080003,"Default Known Flow Node","Known Flow",524375.658843,135481.689076,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469157","Nodes","-469157",21.000000,25.599727,"Default Known Flow Node","Known Flow",524371.283842,135136.938982,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469189","Nodes","-469189",21.000000,25.599727,"Default Known Flow Node","Known Flow",524401.033850,135104.813973,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605244","Nodes","7605244",21.000000,27.525678,"DDS demands","Known Flow",524375.908844,135319.564032,,0.000000,,,,-14.609999,,,,,-13.064523,-14.609999,,"",,,,"D1 PROFILE",,,,
"941154-469177","Nodes","-469177",21.000000,27.535860,"Default Known Flow Node","Known Flow",524384.916786,135298.570678,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469164","Nodes","-469164",21.000000,27.228721,"Default Known Flow Node","Known Flow",524376.714459,135339.811824,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469191","Nodes","-469191",21.000000,27.228721,"Default Known Flow Node","Known Flow",524401.283850,135338.689037,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469145","Nodes","-469145",21.000000,26.931852,"Default Known Flow Node","Known Flow",524353.408837,135364.064044,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469179","Nodes","-469179",21.000000,25.643829,"Default Known Flow Node","Known Flow",524388.658847,135006.813947,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469165","Nodes","-469165",21.000000,27.535860,"Default Known Flow Node","Known Flow",524376.783844,135290.439024,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469186","Nodes","-469186",21.000000,25.599727,"Default Known Flow Node","Known Flow",524399.033850,135086.688968,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469198","Nodes","-469198",21.000000,27.768968,"Default Known Flow Node","Known Flow",524423.647753,135295.074054,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469203","Nodes","-469203",21.000000,27.815879,"Default Known Flow Node","Known Flow",524440.783861,135309.564029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469209","Nodes","-469209",21.000000,27.681138,"Default Known Flow Node","Known Flow",524457.283866,135294.814025,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469200","Nodes","-469200",21.000000,26.151193,"Default Known Flow Node","Known Flow",524429.832139,135015.327800,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605275","Nodes","7605275",21.000000,26.144883,"DDS demands","Known Flow",524430.158858,135014.188949,,0.000000,-37.409999,,,-13.770000,,,,,-45.766072,-51.180001,,"","C1 PROFILE",,,"D1 PROFILE",,,,
"941154-469194","Nodes","-469194",21.000000,26.151193,"Default Known Flow Node","Known Flow",524409.658853,135013.313948,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605016","Nodes","7605016",21.000000,28.058044,"Default Known Flow Node","Known Flow",524441.285884,135350.063808,,0.000000,,,,,-16.999999,,,,-15.201703,-16.999999,,"",,,,,"DH PROFILE",,,
"941154-469208","Nodes","-469208",21.000000,28.058044,"Default Known Flow Node","Known Flow",524455.408865,135347.939039,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469207","Nodes","-469207",21.000000,28.073161,"Default Known Flow Node","Known Flow",524445.033862,135369.439045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469211","Nodes","-469211",21.000000,26.949262,"Default Known Flow Node","Known Flow",524475.658871,135140.813983,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605018","Nodes","7605018",21.000000,26.828494,"Default Known Flow Node","Known Flow",524476.783871,135111.188975,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469216","Nodes","-469216",21.000000,27.912568,"Default Known Flow Node","Known Flow",524507.033879,135359.189042,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469219","Nodes","-469219",21.000000,27.958273,"Default Known Flow Node","Known Flow",524521.908883,135309.189029,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605105","Nodes","7605105",21.000000,27.914376,"DDS demands","Known Flow",524507.658879,135354.564041,,0.000000,-16.229999,-78.849995,-7.259999,-9.350000,,,,,-99.875194,-111.689990,,"","C1 PROFILE","C2 PROFILE","C4 PROFILE","D1 PROFILE",,,,
"941154-469240","Nodes","-469240",21.000000,27.806134,"Default Known Flow Node","Known Flow",524579.033899,135395.314052,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469245","Nodes","-469245",21.000000,27.806134,"Default Known Flow Node","Known Flow",524588.033901,135426.439061,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469243","Nodes","-469243",21.000000,27.850036,"Default Known Flow Node","Known Flow",524586.033901,135371.939046,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469237","Nodes","-469237",21.000000,27.806134,"Default Known Flow Node","Known Flow",524577.280052,135395.094821,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469294","Nodes","-469294",21.000000,28.810663,"Default Known Flow Node","Known Flow",524689.908929,135482.814076,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605015","Nodes","7605015",21.000000,28.404076,"DDS demands","Known Flow",524596.524615,135469.248828,,0.000000,,,,-2.289999,,,,,-2.047759,-2.289999,,"",,,,"D1 PROFILE",,,,
"941154-469316","Nodes","-469316",21.000000,27.702896,"Default Known Flow Node","Known Flow",524724.033938,135331.814035,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469326","Nodes","-469326",21.000000,27.746816,"Default Known Flow Node","Known Flow",524735.408941,135332.939035,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469320","Nodes","-469320",21.000000,25.717438,"Default Known Flow Node","Known Flow",524728.783940,135276.314020,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469325","Nodes","-469325",21.000000,25.761511,"Default Known Flow Node","Known Flow",524734.658941,135182.688994,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605109","Nodes","7605109",21.000000,28.885369,"DDS demands","Known Flow",524792.283957,135424.064060,,0.000000,,,,-32.270000,,,,,-28.856411,-32.270000,,"",,,,"D1 PROFILE",,,,
"941154-469382","Nodes","-469382",21.000000,28.885369,"Default Known Flow Node","Known Flow",524852.033973,135437.689064,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469350","Nodes","-469350",21.000000,28.319492,"Default Known Flow Node","Known Flow",524794.158957,135289.189023,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469355","Nodes","-469355",21.000000,28.531268,"Default Known Flow Node","Known Flow",524806.283961,135316.814031,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605028","Nodes","7605028",21.000000,28.536752,"DDS demands","Known Flow",524809.783962,135317.314031,,0.000000,,,,-8.439999,,,,,-7.547198,-8.439999,,"",,,,"D1 PROFILE",,,,
"941154-469364","Nodes","-469364",21.000000,27.808860,"Default Known Flow Node","Known Flow",524820.783965,135150.438986,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605026","Nodes","7605026",21.000000,27.808860,"DDS demands","Known Flow",524835.783969,135160.313988,,0.000000,,,,-9.330000,,,,,-8.343053,-9.330000,,"",,,,"D1 PROFILE",,,,
"941154-469365","Nodes","-469365",21.000000,25.804461,"Default Known Flow Node","Known Flow",524822.158965,135082.688967,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469371","Nodes","-469371",21.000000,25.804461,"Default Known Flow Node","Known Flow",524832.908968,135086.063968,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
