"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"961086-2814741","Nodes","-281474","21.000000","28.065784","Default Known Flow Node","Known Flow","613840.435000","166071.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814821","Nodes","-281482","21.000000","28.779978","Default Known Flow Node","Known Flow","613860.185000","166229.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501595","Nodes","5501595","21.000000","28.779978","Default Known Flow Node","Known Flow","613897.810000","166229.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814891","Nodes","-281489","21.000000","28.346167","Default Known Flow Node","Known Flow","613959.935000","166358.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3333331","Nodes","-333333","21.000000","28.346167","Default Known Flow Node","Known Flow","613967.560000","166363.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3080931","Nodes","-308093","21.000000","28.768486","Default Known Flow Node","Known Flow","613619.935000","166185.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501593","Nodes","5501593","21.000000","28.768486","Default Known Flow Node","Known Flow","613617.837624","166234.185444","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3183451","Nodes","-318345","21.000000","28.936143","Default Known Flow Node","Known Flow","613909.060000","166355.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501249","Nodes","5501249","21.000000","28.768486","DDS demands","Known Flow","613550.417616","166281.260651","0.000000","","","","","","-42.290002","","","","","","","","","-37.816479","-42.290002","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-3142031","Nodes","-314203","21.000000","28.348785","Default Known Flow Node","Known Flow","613568.979113","166167.235316","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814261","Nodes","-281426","21.000000","28.019927","Default Known Flow Node","Known Flow","613613.560000","166109.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3142051","Nodes","-314205","21.000000","28.019927","Default Known Flow Node","Known Flow","613612.310000","166099.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501335","Nodes","5501335","21.000000","28.019927","DDS demands","Known Flow","613694.185000","166124.945000","0.000000","","","","","","-67.429998","","","","","","","","","-60.297112","-67.429998","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2814441","Nodes","-281444","21.000000","28.019927","Default Known Flow Node","Known Flow","613694.435000","166117.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814401","Nodes","-281440","21.000000","28.019927","Default Known Flow Node","Known Flow","613686.685000","166116.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814471","Nodes","-281447","21.000000","28.020474","Default Known Flow Node","Known Flow","613700.935000","166127.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501575","Nodes","5501575","21.000000","28.020474","Default Known Flow Node","Known Flow","613701.185000","166125.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501592","Nodes","5501592","21.000000","27.977113","Default Known Flow Node","Known Flow","613707.060000","166248.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501576","Nodes","5501576","21.000000","28.020474","Default Known Flow Node","Known Flow","613690.060000","166207.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501334","Nodes","5501334","21.000000","28.022417","DDS demands","Known Flow","613726.060000","166128.070000","0.000000","","","","","","-45.400001","","","","","","","","","-40.597495","-45.400001","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2814531","Nodes","-281453","21.000000","28.022417","Default Known Flow Node","Known Flow","613726.685000","166121.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501578","Nodes","5501578","21.000000","28.022417","Default Known Flow Node","Known Flow","613741.560000","166054.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501579","Nodes","5501579","21.000000","28.065784","Default Known Flow Node","Known Flow","613841.310000","166063.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814541","Nodes","-281454","21.000000","28.028475","Default Known Flow Node","Known Flow","613727.810000","166128.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814771","Nodes","-281477","21.000000","28.456383","Default Known Flow Node","Known Flow","613848.310000","166160.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501600","Nodes","5501600","21.000000","29.253811","Default Known Flow Node","Known Flow","613812.060000","166289.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814731","Nodes","-281473","21.000000","29.253811","Default Known Flow Node","Known Flow","613840.060000","166295.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814711","Nodes","-281471","21.000000","29.253811","Default Known Flow Node","Known Flow","613814.560000","166296.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501596","Nodes","5501596","21.000000","29.210549","Default Known Flow Node","Known Flow","613824.060000","166375.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814761","Nodes","-281476","21.000000","28.065784","Default Known Flow Node","Known Flow","613842.810000","166063.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814841","Nodes","-281484","21.000000","28.065784","Default Known Flow Node","Known Flow","613884.935000","166070.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501594","Nodes","5501594","21.000000","28.487694","Default Known Flow Node","Known Flow","613854.435000","166155.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814811","Nodes","-281481","21.000000","28.487694","Default Known Flow Node","Known Flow","613855.435000","166155.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814851","Nodes","-281485","21.000000","28.531023","Default Known Flow Node","Known Flow","613895.560000","166147.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501597","Nodes","5501597","21.000000","28.944894","Default Known Flow Node","Known Flow","613901.685000","166350.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501333","Nodes","5501333","21.000000","28.862563","DDS demands","Known Flow","613907.310000","166251.945000","0.000000","","","","","","-45.319998","","","","","","","","","-40.525952","-45.319998","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605501598","Nodes","5501598, ""SEP00263"", ""CHURCHWOOD DRIVE"", 75.07","22.999998","28.320378","CSEP DDS Matched","Known Flow","613970.685000","166362.820000","0.000000","","","","","","","-84.179997","","","","","","","","-75.275257","-84.179997","","","","","","","","","DC PROFILE","","","","","","","",""
"961086-3081091","Nodes","-308109","21.000000","29.599886","Default Known Flow Node","Known Flow","613812.060000","166449.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3081081","Nodes","-308108","21.000000","29.599886","Default Known Flow Node","Known Flow","613800.810000","166425.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3141971","Nodes","-314197","21.000000","29.897533","Default Known Flow Node","Known Flow","613523.435000","166483.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501336","Nodes","5501336","21.000000","29.869031","Default Known Flow Node","Known Flow","613532.185000","166479.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3141981","Nodes","-314198","21.000000","29.854420","Default Known Flow Node","Known Flow","613525.310000","166480.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3142001","Nodes","-314200","21.000000","29.877384","Default Known Flow Node","Known Flow","613533.060000","166478.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3142041","Nodes","-314204","21.000000","28.019927","Default Known Flow Node","Known Flow","613605.185000","166098.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3142071","Nodes","-314207","21.000000","28.019927","Default Known Flow Node","Known Flow","613620.935000","166017.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3142081","Nodes","-314208","21.000000","28.019927","Default Known Flow Node","Known Flow","613622.685000","166000.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3201041","Nodes","-320104","21.000000","30.775072","Default Known Flow Node","Known Flow","614370.185000","166486.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3201051","Nodes","-320105","21.000000","30.775072","Default Known Flow Node","Known Flow","614399.935000","166458.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501616","Nodes","5501616","21.000000","30.775072","Default Known Flow Node","Known Flow","614369.935000","166496.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2871181","Nodes","-287118","21.000000","23.214602","Default Known Flow Node","Known Flow","610449.185000","166563.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2871171","Nodes","-287117","21.000000","23.214602","Default Known Flow Node","Known Flow","610443.310000","166568.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2871201","Nodes","-287120","21.000000","23.214602","Default Known Flow Node","Known Flow","610466.185000","166569.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446771","Nodes","-244677","21.000000","24.171412","Default Known Flow Node","Known Flow","610523.560000","166554.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446751","Nodes","-244675","21.000000","24.171412","Default Known Flow Node","Known Flow","610510.310000","166563.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446851","Nodes","-244685","21.000000","25.741066","Default Known Flow Node","Known Flow","610576.685000","166675.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446831","Nodes","-244683","21.000000","25.841887","Default Known Flow Node","Known Flow","610575.685000","166681.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446961","Nodes","-244696","21.000000","27.279618","Default Known Flow Node","Known Flow","610628.935000","166693.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446971","Nodes","-244697","21.000000","27.309770","Default Known Flow Node","Known Flow","610629.935000","166691.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502045","Nodes","5502045 GT-31986 P106575/01 CT5 1AP","22.999998","27.924171","CSEP Unmatched","Known Flow","610640.060000","166689.445000","0.000000","","","","-20.600001","","-37.270000","-15.599999","","","","","","","","-65.698192","-73.470002","","","","","","C4 PROFILE","","D1 PROFILE","DC PROFILE","","","","","","","",""
"961086-2446981","Nodes","-244698","21.000000","27.923261","Default Known Flow Node","Known Flow","610638.435000","166689.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2447091","Nodes","-244709","21.000000","24.720530","Default Known Flow Node","Known Flow","610804.935000","166893.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502271","Nodes","5502271","21.000000","24.720530","DDS demands","Known Flow","610825.810000","166885.695000","0.000000","","","","","","-1.679999","","","","","","","","","-1.502286","-1.679999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2447111","Nodes","-244711","21.000000","24.834142","Default Known Flow Node","Known Flow","610816.935000","166860.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4263541","Nodes","-426354","21.000000","24.828993","Default Known Flow Node","Known Flow","610817.060000","166861.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2447131","Nodes","-244713","21.000000","24.986059","Default Known Flow Node","Known Flow","610814.935000","166853.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4263521","Nodes","-426352","21.000000","24.986059","Default Known Flow Node","Known Flow","610814.310000","166853.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2629171","Nodes","-262917","21.000000","28.189655","Default Known Flow Node","Known Flow","610621.685000","166638.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502264","Nodes","5502264","21.000000","28.189655","DDS demands","Known Flow","610646.560000","166641.570000","0.000000","","","","","","-0.920000","","","","","","","","","-0.822680","-0.920000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2629221","Nodes","-262922","21.000000","24.981876","Default Known Flow Node","Known Flow","610703.935000","166847.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502053","Nodes","5502053","21.000000","25.029670","DDS demands","Known Flow","610792.560000","166802.945000","0.000000","","","","","","-55.319999","","","","","","","","","-49.468134","-55.319999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502231","Nodes","5502231","21.000000","25.081120","DDS demands","Known Flow","610847.685000","166720.445000","0.000000","","","","","","-30.740000","","","","","","","","","-27.488258","-30.740000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2629301","Nodes","-262930","21.000000","25.160419","Default Known Flow Node","Known Flow","610852.310000","166718.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502042","Nodes","5502042","21.000000","27.975813","DDS demands","Known Flow","610785.310000","166531.195000","0.000000","","","","","","-11.409999","","","","","","","","","-10.203026","-11.409999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502041","Nodes","5502041","21.000000","26.647918","DDS demands","Known Flow","610811.435000","166553.195000","0.000000","","","","","","-29.209998","","","","","","","","","-26.120103","-29.209998","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2291771","Nodes","-229177","21.000000","25.932100","Default Known Flow Node","Known Flow","610581.435000","166678.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502046","Nodes","5502046","21.000000","25.934546","DDS demands","Known Flow","610580.810000","166681.070000","0.000000","","","","","","-6.999999","","","","","","","","","-6.259525","-6.999999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502027","Nodes","5502027","21.000000","25.767573","DDS demands","Known Flow","610611.810000","166546.570000","0.000000","","","","","","-28.920000","","","","","","","","","-25.860783","-28.920000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2291831","Nodes","-229183","21.000000","25.608114","Default Known Flow Node","Known Flow","610604.310000","166545.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2291911","Nodes","-229191","21.000000","27.913084","Default Known Flow Node","Known Flow","610640.560000","166695.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502266","Nodes","5502266","21.000000","24.171412","Default Known Flow Node","Known Flow","610506.560000","166558.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446761","Nodes","-244676","21.000000","24.171412","Default Known Flow Node","Known Flow","610517.060000","166600.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502267","Nodes","5502267","21.000000","24.171412","Default Known Flow Node","Known Flow","610523.685000","166609.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2446811","Nodes","-244681","21.000000","24.171412","Default Known Flow Node","Known Flow","610559.560000","166609.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502016","Nodes","5502016 (C4, -22.960)","21.000000","23.933138","DDS demands","Known Flow","610581.810000","166758.070000","0.000000","","","","-36.139999","","-5.090000","","","","","","","","","-36.868605","-41.230000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"96108605502102","Nodes","5502102","21.000000","23.842624","DDS demands","Known Flow","610594.060000","166800.695000","0.000000","","","","-10.629999","","-15.479999","","","","","","","","","-23.348028","-26.110000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"961086-2446921","Nodes","-244692","21.000000","23.924943","Default Known Flow Node","Known Flow","610602.560000","166820.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502233","Nodes","5502233","21.000000","24.505391","DDS demands","Known Flow","610726.810000","166900.570000","0.000000","","","","-6.679999","","-27.729999","","","","","","","","","-30.770037","-34.409998","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"961086-2447041","Nodes","-244704","21.000000","25.207965","Default Known Flow Node","Known Flow","610760.685000","166725.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2629231","Nodes","-262923","21.000000","25.272738","Default Known Flow Node","Known Flow","610749.435000","166700.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2447061","Nodes","-244706","21.000000","25.207965","Default Known Flow Node","Known Flow","610796.560000","166704.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502055","Nodes","5502055","21.000000","24.559576","DDS demands","Known Flow","610841.560000","166926.695000","0.000000","","","","","","-17.700000","","","","","","","","","-15.827657","-17.700000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2447181","Nodes","-244718","21.000000","24.525602","Default Known Flow Node","Known Flow","610892.310000","166906.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2447191","Nodes","-244719","21.000000","24.523126","Default Known Flow Node","Known Flow","610894.560000","166903.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2447221","Nodes","-244722","21.000000","24.729818","Default Known Flow Node","Known Flow","610947.560000","166802.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2447251","Nodes","-244725","21.000000","24.729818","Default Known Flow Node","Known Flow","610962.185000","166796.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502273","Nodes","","21.000000","22.425997","DDS demands","Known Flow","611153.592214","166707.592459","0.000000","","","","","","-0.449999","","","","","","","","","-0.402398","-0.449999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2447241","Nodes","-244724","21.000000","24.723392","Default Known Flow Node","Known Flow","610959.935000","166807.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502043","Nodes","5502043","21.000000","28.987102","DDS demands","Known Flow","610679.935000","166504.820000","0.000000","-18.900000","","","","","-32.290001","","","","-15.999999","","","","","-60.082501","-67.190004","","","C1 PROFILE","","","","","D1 PROFILE","","","","I2 PROFILE","","","","",""
"96108605502048","Nodes","5502048","21.000000","25.287870","DDS demands","Known Flow","610669.685000","166789.195000","0.000000","","","","-8.439999","","-21.090000","","","","","","","","","-26.406255","-29.530001","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"961086-2629201","Nodes","5502243","21.000000","25.855023","Default Known Flow Node","Known Flow","610758.685000","166612.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2629261","Nodes","-262926","21.000000","25.152699","Default Known Flow Node","Known Flow","610765.060000","166754.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502049","Nodes","5502049","21.000000","24.981734","DDS demands","Known Flow","610702.060000","166848.320000","0.000000","","","","","","-25.860001","","","","","","","","","-23.124477","-25.860001","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502044","Nodes","5502044","21.000000","25.275927","DDS demands","Known Flow","610749.060000","166698.570000","0.000000","","","","-1.049999","","-39.520001","","","","","","","","","-36.278420","-40.570002","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"961086-2629341","Nodes","-262934","21.000000","25.560930","Default Known Flow Node","Known Flow","610901.810000","166611.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2629241","Nodes","-262924","21.000000","24.505391","Default Known Flow Node","Known Flow","610751.310000","166913.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502243","Nodes","-262920","21.000000","25.273160","DDS demands","Known Flow","610681.685000","166784.945000","0.000000","","","","","","-3.299999","","","","","","","","","-2.950918","-3.299999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2629281","Nodes","-262928","21.000000","26.448276","Default Known Flow Node","Known Flow","610794.935000","166573.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502052","Nodes","5502052","21.000000","25.143463","DDS demands","Known Flow","610771.310000","166751.695000","0.000000","","","","","","-28.399998","","","","","","","","","-25.395787","-28.399998","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-3170121","Nodes","-317012","21.000000","25.141240","Default Known Flow Node","Known Flow","610771.685000","166752.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502274","Nodes","5502274","21.000000","25.073150","Default Known Flow Node","Known Flow","610957.310000","166736.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2629391","Nodes","-262939","21.000000","25.518807","Default Known Flow Node","Known Flow","610949.185000","166671.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502064","Nodes","5502064","21.000000","25.562888","DDS demands","Known Flow","610907.185000","166607.195000","0.000000","","","","","","-41.080001","","","","","","","","","-36.734473","-41.080001","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502065","Nodes","5502065","21.000000","25.544179","DDS demands","Known Flow","610955.935000","166666.445000","0.000000","","","","","","-22.230000","","","","","","","","","-19.878464","-22.230000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2807901","Nodes","-280790","21.000000","28.976970","Default Known Flow Node","Known Flow","610683.560000","166501.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2807891","Nodes","-280789","21.000000","25.836123","Default Known Flow Node","Known Flow","610683.310000","166728.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2807851","Nodes","-280785","21.000000","25.862622","Default Known Flow Node","Known Flow","610665.310000","166734.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502270","Nodes","5502270","21.000000","25.824517","DDS demands","Known Flow","610689.560000","166722.070000","0.000000","","","","","","-4.269999","","","","","","","","","-3.818310","-4.269999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2807961","Nodes","-280796","21.000000","28.766513","Default Known Flow Node","Known Flow","610708.060000","166504.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2807941","Nodes","-280794","21.000000","28.796791","Default Known Flow Node","Known Flow","610707.060000","166508.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2808031","Nodes","-280803","21.000000","28.279446","Default Known Flow Node","Known Flow","610768.310000","166527.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2808041","Nodes","-280804","21.000000","28.291430","Default Known Flow Node","Known Flow","610768.935000","166525.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2808061","Nodes","-280806","21.000000","28.234380","Default Known Flow Node","Known Flow","610773.060000","166527.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2808051","Nodes","-280805","21.000000","28.247173","Default Known Flow Node","Known Flow","610772.435000","166528.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2808071","Nodes","-280807","21.000000","28.160775","Default Known Flow Node","Known Flow","610782.435000","166530.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502040","Nodes","5502040","21.000000","26.332702","DDS demands","Known Flow","610830.435000","166532.445000","0.000000","","","","","","-23.920000","","","","","","","","","-21.389692","-23.920000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-4263561","Nodes","-426356","21.000000","24.822171","Default Known Flow Node","Known Flow","610822.560000","166858.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
