"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"62500900000082","Nodes","82","21.000000","26.663216","DDS demands","Known Flow","230891.203984","631287.698989","","0.000000","-5.169999","","","0.000000","","","","0.000000","","","","-4.623106","-5.169999","","","","C1 PROFILE","","","C4 PROFILE","","","","I2 PROFILE","","","",""
"625009-213","Nodes","-213","21.000000","26.663216","Default Known Flow Node","Known Flow","230909.328989","631307.323994","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-199","Nodes","-199","21.000000","26.723465","Default Known Flow Node","Known Flow","230930.125085","631239.862308","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-198","Nodes","-198","21.000000","26.723465","Default Known Flow Node","Known Flow","230922.828993","631232.823974","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-4904556","Nodes","-4904556","21.000000","26.727011","Default Known Flow Node","Known Flow","230969.385603","631196.387121","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-191","Nodes","-191","21.000000","26.726498","Default Known Flow Node","Known Flow","230963.460467","631202.455277","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000078","Nodes","78","21.000000","28.955267","DDS demands","Known Flow","231390.791701","631042.725629","","0.000000","","","","","-43.819999","","","","","","","-39.184630","-43.819999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-148","Nodes","-148","21.000000","27.574993","Default Known Flow Node","Known Flow","231067.454032","631060.823927","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000077","Nodes","77","21.000000","28.130249","DDS demands","Known Flow","231209.412871","631024.016043","","0.000000","","","","","-4.530000","","","","","","","-4.050807","-4.530000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-197","Nodes","-197","21.000000","26.726498","Default Known Flow Node","Known Flow","231004.579015","631229.948973","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000074","Nodes","74","21.000000","27.586605","DDS demands","Known Flow","231091.561184","631101.029906","","0.000000","","","","","-13.770000","","","","","","","-12.313380","-13.770000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-170","Nodes","-170","21.000000","27.590026","Default Known Flow Node","Known Flow","231094.204039","631104.448939","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-174","Nodes","-174","21.000000","26.944974","Default Known Flow Node","Known Flow","231061.079030","631122.948944","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-172","Nodes","-172","21.000000","26.733270","Default Known Flow Node","Known Flow","231028.204021","631108.948940","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462880","Nodes","-1462880","21.000000","26.944974","Default Known Flow Node","Known Flow","231064.329031","631126.448945","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462602","Nodes","-1462602","21.000000","26.726498","Default Known Flow Node","Known Flow","231013.704017","631235.448974","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462823","Nodes","-1462823","21.000000","26.847116","Default Known Flow Node","Known Flow","231050.204027","631112.573941","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-147","Nodes","-147","21.000000","27.575466","Default Known Flow Node","Known Flow","231059.704030","631057.573926","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462527","Nodes","-1462527","21.000000","27.575466","Default Known Flow Node","Known Flow","231046.454026","631042.823922","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-149","Nodes","-149","21.000000","27.574993","Default Known Flow Node","Known Flow","231063.079031","631061.573927","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-169","Nodes","-169","21.000000","27.583763","Default Known Flow Node","Known Flow","231096.829040","631103.198938","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000576","Nodes","576","21.000000","32.303315","DDS demands","Known Flow","231798.579231","631006.698912","","0.000000","","","","","-11.390000","","","","","","","-10.185142","-11.390000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000556","Nodes","556","21.000000","26.969946","DDS demands","Known Flow","231774.704224","631016.948915","","0.000000","","","","","-7.519999","","","","","","","-6.724518","-7.519999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-167","Nodes","-167","21.000000","33.422541","Default Known Flow Node","Known Flow","231959.579275","631098.323937","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462861","Nodes","-1462861","21.000000","33.422541","Default Known Flow Node","Known Flow","231941.829270","631109.823940","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000586","Nodes","586","21.000000","33.299307","DDS demands","Known Flow","231951.079272","631071.573930","","0.000000","","","","","-7.159999","","","","","","","-6.402599","-7.159999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000496","Nodes","496, P13131798, BRADAN ROAD, SCH 4.62","22.999998","27.343280","CSEP Unmatched","Known Flow","231666.188112","631003.376848","","0.000000","","","","","","","","","","-4.619999","","-4.131286","-4.619999","","","","","","","","","","","","","PL-DC PROFILE","",""
"62500900000072","Nodes","72","21.000000","30.574468","DDS demands","Known Flow","231627.329184","631070.948930","","0.000000","-3.260000","","-8.899999","-8.790000","-21.190000","","","0.000000","","","","-37.682343","-42.139998","","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","I2 PROFILE","","","",""
"625009-1462936","Nodes","-1462936","21.000000","30.700384","Default Known Flow Node","Known Flow","231625.079184","631037.448921","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462624","Nodes","-1462624","21.000000","30.574468","Default Known Flow Node","Known Flow","231621.329183","631069.073929","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-4904567","Nodes","-4904567","21.000000","32.241614","Default Known Flow Node","Known Flow","231812.384170","631076.939650","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462844","Nodes","-1462844","21.000000","32.241614","Default Known Flow Node","Known Flow","231797.329230","631049.073924","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000497","Nodes","497","21.000000","32.985124","DDS demands","Known Flow","232344.516379","631072.359930","","0.000000","","","","","-19.240000","","","","","","","-17.204753","-19.240000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000132","Nodes","132","21.000000","34.088456","DDS demands","Known Flow","232010.079288","631004.948912","","0.000000","","","","-5.280000","-22.360000","","","","","","","-24.716183","-27.640000","","","","","","","C4 PROFILE","D1 PROFILE","","","","","","",""
"625009-126","Nodes","-126","21.000000","32.565672","Default Known Flow Node","Known Flow","232195.079339","631001.823911","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900005740","Nodes","5740","21.000000","33.422541","Default Known Flow Node","Known Flow","232015.829290","631131.073946","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000548","Nodes","548","21.000000","33.343590","DDS demands","Known Flow","232332.204376","631096.323937","","0.000000","","-82.169994","","","-4.659999","","","","","","","-77.644931","-86.829992","","","","","C2 PROFILE","","","D1 PROFILE","","","","","","",""
"625009-181","Nodes","-181","21.000000","32.827326","Default Known Flow Node","Known Flow","232399.579394","631150.573951","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-326887","Nodes","-326887","21.000000","34.344362","Default Known Flow Node","Known Flow","232033.454295","631023.698917","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000872","Nodes","872","21.000000","34.344362","Default Known Flow Node","Known Flow","232030.804969","631021.604688","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-162","Nodes","-162","21.000000","34.810950","Default Known Flow Node","Known Flow","232077.704307","631083.198933","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462834","Nodes","-1462834","21.000000","36.751542","Default Known Flow Node","Known Flow","232235.069911","631193.143837","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462717","Nodes","-1462717","21.000000","36.490747","Default Known Flow Node","Known Flow","232244.704352","631204.198966","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000851","Nodes","342749, Portland Street CSEP, 19.75","24.000000","36.315259","CSEP DDS Matched","Known Flow","232302.243799","631246.005378","","0.000000","","","","","","-19.749999","","","","","","-17.660804","-19.749999","","","","","","","","","DC PROFILE","","","","","",""
"625009-1462687","Nodes","-1462687","21.000000","36.487923","Default Known Flow Node","Known Flow","232247.329353","631200.948965","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-192","Nodes","-192","21.000000","36.487923","Default Known Flow Node","Known Flow","232250.579354","631203.948966","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-179","Nodes","-179","21.000000","34.583734","Default Known Flow Node","Known Flow","232298.454367","631137.198948","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462695","Nodes","-1462695","21.000000","34.583734","Default Known Flow Node","Known Flow","232302.579368","631140.823949","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000134","Nodes","134","21.000000","32.298645","DDS demands","Known Flow","232258.704356","631034.698920","","0.000000","","","-3.859999","","-9.549999","","","","","","","-11.991461","-13.409999","","","","","","C3 PROFILE","","D1 PROFILE","","","","","","",""
"62500900000875","Nodes","875","21.000000","33.962226","Default Known Flow Node","Known Flow","232002.200493","631012.075929","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000873","Nodes","873","21.000000","34.371815","DDS demands","Known Flow","232028.079293","631025.073917","","0.000000","-4.730000","","","-2.470000","-11.839999","","","","","","","-17.025908","-19.039999","","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","","","",""
"625009-151","Nodes","-151","21.000000","34.810950","Default Known Flow Node","Known Flow","232079.613307","631065.630928","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000130","Nodes","130","21.000000","33.341225","DDS demands","Known Flow","232325.954374","631091.198935","","0.000000","","","-15.609999","","","","","","","","","-13.958741","-15.609999","","","","","","C3 PROFILE","","","","","","","","",""
"625009-161","Nodes","-161","21.000000","33.341225","Default Known Flow Node","Known Flow","232309.579370","631082.073933","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462701","Nodes","-1462701","21.000000","33.341225","Default Known Flow Node","Known Flow","232303.579368","631072.448930","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-163","Nodes","-163","21.000000","33.196104","Default Known Flow Node","Known Flow","232339.454378","631087.198934","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-4904552","Nodes","-4904552","21.000000","36.323425","Default Known Flow Node","Known Flow","232210.123826","631171.889684","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-195","Nodes","-195","21.000000","36.495995","Default Known Flow Node","Known Flow","232254.454355","631207.073967","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000116","Nodes","116","21.000000","36.490747","DDS demands","Known Flow","232252.329354","631205.323966","","0.000000","-6.000000","-8.899999","","-3.380000","-32.839999","","","","","","","-45.712419","-51.120000","","","","C1 PROFILE","C2 PROFILE","","C4 PROFILE","D1 PROFILE","","","","","","",""
"62500900000858","Nodes","858","21.000000","38.235804","DDS demands","Known Flow","232202.563341","631254.671980","","0.000000","","","","","-4.010000","","","","","","","-3.585814","-4.010000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462525","Nodes","-1462525","21.000000","38.235804","Default Known Flow Node","Known Flow","232200.810045","631256.863101","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000852","Nodes","852","21.000000","38.362302","Default Known Flow Node","Known Flow","232192.954338","631263.573982","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000853","Nodes","Logger 9593, Troon Swimming Pool","21.000000","38.362302","Val Log Cath","Known Flow","232182.704335","631258.573981","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-137","Nodes","-137","21.000000","34.810950","Default Known Flow Node","Known Flow","232086.329309","631038.323921","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-184","Nodes","-184","21.000000","36.201209","Default Known Flow Node","Known Flow","232201.704340","631165.073955","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462743","Nodes","-1462743","21.000000","36.201209","Default Known Flow Node","Known Flow","232222.329346","631148.448951","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462504","Nodes","-1462504","21.000000","37.205471","Default Known Flow Node","Known Flow","232227.579348","631208.573967","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-206","Nodes","-206","21.000000","30.803662","Default Known Flow Node","Known Flow","232753.829491","631665.449091","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-215","Nodes","-215","21.000000","36.008757","Default Known Flow Node","Known Flow","232380.704389","631310.448995","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-210","Nodes","-210","21.000000","36.098182","Default Known Flow Node","Known Flow","232333.204376","631298.198992","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000847","Nodes","847","21.000000","35.880353","DDS demands","Known Flow","232404.204396","631327.198999","","0.000000","-16.729999","","","","-16.920000","","","","","","","-30.090433","-33.650000","","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"625009-205","Nodes","-205","21.000000","36.008757","Default Known Flow Node","Known Flow","232395.277923","631277.904868","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-202","Nodes","-202","21.000000","36.008757","Default Known Flow Node","Known Flow","232372.204387","631245.073977","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-208","Nodes","-208","21.000000","36.008757","Default Known Flow Node","Known Flow","232402.954395","631296.948991","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000118","Nodes","118","21.000000","32.646064","DDS demands","Known Flow","232422.954401","631169.948957","","0.000000","0.000000","-4.239999","","-1.109999","-3.950000","","","-27.180001","","","","-32.621069","-36.480001","","","","C1 PROFILE","C2 PROFILE","","C4 PROFILE","D1 PROFILE","","","I2 PROFILE","","","",""
"625009-173","Nodes","-173","21.000000","32.827326","Default Known Flow Node","Known Flow","232426.079402","631117.448942","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-230","Nodes","-230","21.000000","39.870721","Default Known Flow Node","Known Flow","232249.204353","631370.199011","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-228","Nodes","-228","21.000000","39.870721","Default Known Flow Node","Known Flow","232252.954354","631362.449009","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-231","Nodes","-231","21.000000","39.845705","Default Known Flow Node","Known Flow","232255.579355","631373.949012","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-229","Nodes","-229","21.000000","39.845705","Default Known Flow Node","Known Flow","232259.579356","631366.824010","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-235","Nodes","-235","21.000000","39.803648","Default Known Flow Node","Known Flow","232265.079358","631380.949014","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-234","Nodes","-234","21.000000","39.803648","Default Known Flow Node","Known Flow","232270.315738","631378.927731","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-225","Nodes","-225","21.000000","39.846038","Default Known Flow Node","Known Flow","232284.704363","631360.949009","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-238","Nodes","-238","21.000000","39.803648","Default Known Flow Node","Known Flow","232288.329364","631393.949018","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462730","Nodes","-1462730","21.000000","39.803648","Default Known Flow Node","Known Flow","232324.454374","631386.574016","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462941","Nodes","-1462941","21.000000","39.803648","Default Known Flow Node","Known Flow","232264.079357","631347.199005","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-239","Nodes","-239","21.000000","39.803648","Default Known Flow Node","Known Flow","232293.329365","631398.199019","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-236","Nodes","-236","21.000000","39.803648","Default Known Flow Node","Known Flow","232292.454365","631388.199016","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-240","Nodes","-240","21.000000","39.803648","Default Known Flow Node","Known Flow","232298.210563","631402.316630","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-237","Nodes","-237","21.000000","39.803648","Default Known Flow Node","Known Flow","232297.204366","631392.574017","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462914","Nodes","-1462914","21.000000","39.803648","Default Known Flow Node","Known Flow","232312.829371","631414.574023","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462895","Nodes","-1462895","21.000000","39.803648","Default Known Flow Node","Known Flow","232307.329369","631376.324013","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000217","Nodes","217","21.000000","32.681799","DDS demands","Known Flow","232629.704457","630992.698908","","0.000000","-4.659999","","","","-12.060000","","","","","","","-14.951323","-16.720001","","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"62500900000123","Nodes","123","21.000000","33.251062","DDS demands","Known Flow","232758.579492","631090.073935","","0.000000","-18.490000","","","","-27.110001","","","","","","","-40.776338","-45.600000","","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"625009-629","Nodes","-629","21.000000","30.627108","Default Known Flow Node","Known Flow","232615.833935","631496.601527","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462516","Nodes","-1462516","21.000000","30.670193","Default Known Flow Node","Known Flow","232631.829458","631470.199038","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-627","Nodes","-627","21.000000","30.700251","Default Known Flow Node","Known Flow","232660.454465","631489.324044","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-612","Nodes","-612","21.000000","30.700251","Default Known Flow Node","Known Flow","232655.954464","631457.699035","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000110","Nodes","110","21.000000","31.996865","DDS demands","Known Flow","232507.704424","631405.199021","","0.000000","","","","","-36.849997","","","","","","","-32.951927","-36.849997","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462792","Nodes","-1462792","21.000000","32.003044","Default Known Flow Node","Known Flow","232534.079431","631468.074038","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000896","Nodes","896","21.000000","32.106190","DDS demands","Known Flow","232623.840467","631386.517471","","0.000000","","","","","-16.440000","","","","","","","-14.700943","-16.440000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000531","Nodes","531","21.000000","30.769653","DDS demands","Known Flow","232704.454477","631395.824018","","0.000000","","","","","-11.660000","","","","","","","-10.426580","-11.660000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000532","Nodes","NORTH SHORE ROAD CSEP, 175029, 21.3","24.000000","39.103451","CSEP DDS Matched","Known Flow","232412.496212","631540.289947","","0.000000","","","","","","-21.299998","","","","","","-19.046840","-21.299998","","","","","","","","","DC PROFILE","","","","","",""
"62500900000533","Nodes","533","21.000000","30.804328","DDS demands","Known Flow","232737.329486","631390.574017","","0.000000","","","","","-1.909999","","","","","","","-1.707956","-1.909999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000549","Nodes","549","21.000000","30.817565","DDS demands","Known Flow","232718.454481","631477.699040","","0.000000","","","","","-4.650000","","","","","","","-4.158113","-4.650000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000101","Nodes","101","21.000000","30.730653","DDS demands","Known Flow","232705.454478","631481.199041","","0.000000","","","","","-9.770000","","","","","","","-8.736509","-9.770000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-610","Nodes","-610","21.000000","30.793682","Default Known Flow Node","Known Flow","232714.779603","631456.207563","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000103","Nodes","103","21.000000","32.195404","DDS demands","Known Flow","232785.954499","631474.824040","","0.000000","","","","","-29.009999","","","","","","","-25.941261","-29.009999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000136","Nodes","136","21.000000","32.166256","DDS demands","Known Flow","232988.329555","631439.449030","","0.000000","","","","","-30.850001","","","","","","","-27.586623","-30.850001","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000109","Nodes","109","21.000000","32.661006","DDS demands","Known Flow","232769.579495","631363.074009","","0.000000","","","","","-30.389999","","","","","","","-27.175282","-30.389999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000107","Nodes","107","21.000000","32.881044","DDS demands","Known Flow","232860.216189","631304.170899","","0.000000","","","","","-18.600000","","","","","","","-16.632453","-18.600000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000106","Nodes","106","21.000000","32.208756","DDS demands","Known Flow","232971.963956","631380.228686","","0.000000","","","","","-10.699999","","","","","","","-9.568131","-10.699999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000108","Nodes","108","21.000000","33.629546","DDS demands","Known Flow","232762.704493","631237.823975","","0.000000","","","","","-11.729999","","","","","","","-10.489175","-11.729999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-546","Nodes","-546","21.000000","33.803162","Default Known Flow Node","Known Flow","232846.950329","631215.807947","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000114","Nodes","114","21.000000","33.617544","DDS demands","Known Flow","232750.818459","631240.530725","","0.000000","","","","","-11.969999","","","","","","","-10.703788","-11.969999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000115","Nodes","115","21.000000","34.270852","DDS demands","Known Flow","232611.954452","631275.948985","","0.000000","","","","","-48.599999","","","","","","","-43.458990","-48.599999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000113","Nodes","113","21.000000","33.873575","DDS demands","Known Flow","232892.329528","631203.948966","","0.000000","","","","","-24.579998","","","","","","","-21.979875","-24.579998","","","","","","","","D1 PROFILE","","","","","","",""
"625009-536","Nodes","-536","21.000000","34.125557","Default Known Flow Node","Known Flow","232971.829550","631185.198961","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000121","Nodes","121","21.000000","33.376879","DDS demands","Known Flow","232674.329469","631175.323958","","0.000000","","","","","-18.729999","","","","","","","-16.748701","-18.729999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000686","Nodes","686","21.000000","33.190511","DDS demands","Known Flow","232627.579456","631138.698948","","0.000000","","","","","-6.800000","","","","","","","-6.080681","-6.800000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-557","Nodes","-557","21.000000","33.618139","Default Known Flow Node","Known Flow","232754.079491","631239.698976","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000124","Nodes","124","21.000000","33.354973","DDS demands","Known Flow","232863.704521","631030.198919","","0.000000","","","","","-23.549999","","","","","","","-21.058832","-23.549999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000618","Nodes","618","21.000000","32.717443","DDS demands","Known Flow","232565.454439","631089.948935","","0.000000","","","-1.669999","","-13.820000","","","","","","","-13.851435","-15.490000","","","","","","C3 PROFILE","","D1 PROFILE","","","","","","",""
"62500900000122","Nodes","122","21.000000","32.393525","DDS demands","Known Flow","232539.579432","631056.323926","","0.000000","","","","","-4.389999","","","","","","","-3.925616","-4.389999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000890","Nodes","P12129183, THE ARDNEIL HOTEL, 13.02","22.999998","32.405685","CSEP Unmatched","Known Flow","232546.270402","631074.347909","","0.000000","","","","","","","","","","-13.020000","","-11.642717","-13.020000","","","","","","","","","","","","","PL-DC PROFILE","",""
"625009-145","Nodes","-145","21.000000","32.393525","Default Known Flow Node","Known Flow","232537.608822","631054.664034","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000687","Nodes","687","21.000000","33.083259","DDS demands","Known Flow","232612.829452","631131.073946","","0.000000","","","","","-4.760000","","","","","","","-4.256477","-4.760000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000120","Nodes","120","21.000000","33.081681","DDS demands","Known Flow","232610.581626","631137.200327","","0.000000","","","","","-16.920000","","","","","","","-15.130167","-16.920000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462689","Nodes","-1462689","21.000000","33.190511","Default Known Flow Node","Known Flow","232625.079456","631136.823948","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000125","Nodes","125","21.000000","32.708945","DDS demands","Known Flow","232604.704450","631022.073916","","0.000000","","","","","-14.210000","","","","","","","-12.706836","-14.210000","","","","","","","","D1 PROFILE","","","","","","",""
