"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-PL)"
"60208000001090","Nodes","","21.000000","48.569358","DDS demands","Known Flow","345796.438250","721328.385490","","0.000000","","","","-10.020000","","","","","-8.960063","-10.020000","","","","","","D1 PROFILE","","","",""
"60208000001085","Nodes","","21.000000","47.519878","DDS demands","Known Flow","346026.372313","721128.175435","","0.000000","","","","-7.170000","","","","","-6.411542","-7.170000","","","","","","D1 PROFILE","","","",""
"60208000001091","Nodes","","21.000000","47.519878","Default Known Flow Node","Known Flow","346053.766320","721118.138432","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001092","Nodes","","21.000000","49.562125","Default Known Flow Node","Known Flow","345601.241197","721249.486468","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001089","Nodes","","21.000000","47.159236","Default Known Flow Node","Known Flow","345740.002235","721101.755428","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001095","Nodes","","21.000000","47.159236","Default Known Flow Node","Known Flow","345699.091224","721096.893427","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001096","Nodes","","21.000000","47.159236","Default Known Flow Node","Known Flow","345801.564251","721091.548425","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001097","Nodes","","21.000000","47.522525","Default Known Flow Node","Known Flow","345914.374282","721139.937438","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001099","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345682.046219","721354.432497","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001128","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345668.744215","721362.649499","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001102","Nodes","","21.000000","41.512747","Default Known Flow Node","Known Flow","345895.562277","721532.372545","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001105","Nodes","","21.000000","48.486163","Default Known Flow Node","Known Flow","345711.874227","721298.444481","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001106","Nodes","","21.000000","48.486163","Default Known Flow Node","Known Flow","345742.171235","721307.215484","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001107","Nodes","","21.000000","40.915359","Default Known Flow Node","Known Flow","345870.124270","721652.585578","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001108","Nodes","","21.000000","40.872956","Default Known Flow Node","Known Flow","345870.179270","721675.480584","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001109","Nodes","","21.000000","45.633533","Default Known Flow Node","Known Flow","346109.476335","721516.165541","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001111","Nodes","","21.000000","45.244391","Default Known Flow Node","Known Flow","346061.995322","721645.843576","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001113","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345707.784226","721318.636487","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001114","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345703.744225","721329.402490","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001115","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345683.234219","721355.410497","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001116","Nodes","","21.000000","48.758839","Default Known Flow Node","Known Flow","345782.378246","721355.826497","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001119","Nodes","","21.000000","46.134036","Default Known Flow Node","Known Flow","346026.265313","721608.280566","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001120","Nodes","","21.000000","42.158368","Default Known Flow Node","Known Flow","345775.950245","721704.670592","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001121","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345712.406227","721374.894502","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001122","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345793.436249","721382.156504","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001123","Nodes","","21.000000","44.106337","Default Known Flow Node","Known Flow","345634.103206","721596.233562","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001124","Nodes","","21.000000","43.544091","Default Known Flow Node","Known Flow","345753.828238","721617.629568","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001125","Nodes","","21.000000","43.544091","Default Known Flow Node","Known Flow","345734.798233","721580.301558","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001100","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345663.230214","721373.071502","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001129","Nodes","","21.000000","49.032427","Default Known Flow Node","Known Flow","345667.424215","721341.658493","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001130","Nodes","","21.000000","48.546307","DDS demands","Known Flow","345788.417248","721323.216488","","0.000000","","","","-5.290000","","","","","-4.730413","-5.290000","","","","","","D1 PROFILE","","","",""
"60208000001131","Nodes","","21.000000","48.485530","Default Known Flow Node","Known Flow","345855.699266","721348.544495","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001132","Nodes","","21.000000","48.485530","Default Known Flow Node","Known Flow","345870.550270","721363.084499","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001133","Nodes","","21.000000","42.039108","Default Known Flow Node","Known Flow","345837.358261","721583.855559","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001140","Nodes","","21.000000","43.455578","Default Known Flow Node","Known Flow","345758.632240","721614.249567","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001134","Nodes","","21.000000","48.485530","Default Known Flow Node","Known Flow","345833.781260","721372.680502","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001143","Nodes","","21.000000","48.485530","Default Known Flow Node","Known Flow","345867.942270","721339.403493","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001135","Nodes","","21.000000","48.485530","Default Known Flow Node","Known Flow","345874.268271","721334.544491","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001144","Nodes","","21.000000","48.485530","Default Known Flow Node","Known Flow","345883.018274","721353.544496","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001145","Nodes","","21.000000","47.259745","Default Known Flow Node","Known Flow","345887.117275","721496.297535","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001139","Nodes","","21.000000","46.398505","Default Known Flow Node","Known Flow","345973.771298","721540.852547","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001152","Nodes","","21.000000","43.954607","Default Known Flow Node","Known Flow","345699.445224","721641.138575","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001158","Nodes","","21.000000","46.595223","Default Known Flow Node","Known Flow","345959.040294","721507.332538","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001023","Nodes","","21.000000","49.999998","Default Known Flow Node","Known Flow","345298.724115","720674.189312","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001058","Nodes","","21.000000","39.841834","Default Known Flow Node","Known Flow","345221.435094","721424.750516","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001062","Nodes","","21.000000","39.721715","Default Known Flow Node","Known Flow","345345.754127","721341.823493","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001088","Nodes","","21.000000","47.142938","Default Known Flow Node","Known Flow","345798.946251","721126.855435","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001141","Nodes","","21.000000","43.413365","Default Known Flow Node","Known Flow","345762.441241","721650.056577","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000001110","Nodes","","21.000000","45.567121","Default Known Flow Node","Known Flow","346097.898332","721529.019544","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60208000000187","Nodes","S12128677","21.000000","42.695344","Default Known Flow Node","Known Flow","345023.499095","721764.201697","","0.000000","","","","","","","","-143.910004","0.000000","0.000000","","","","","","","","","","PL-PL PROFILE"
